緯度,経度,測定局コード,測定局名称,所在地,測定局種別,問い合わせ先,都道府県コード
34.837778,136.977778,23209080,碧南市川口町,碧南市川口町１－１６９,一般局,愛知県,23
35.018889,137.122778,23211020,南部局(竹元町),豊田市竹元町南細畔３,一般局,豊田市,23
35.081667,137.143056,23211040,中部局(三軒町),豊田市三軒町６－２３－５,一般局,豊田市,23
34.966944,137.081389,23212030,安城農林高校,安城市池浦町茶筅木１,一般局,愛知県,23
34.876111,137.080000,23213010,愛厚ホーム西尾苑,西尾市八ツ面町蔵屋敷９９,一般局,愛知県,23
34.825278,137.224722,23214010,蒲郡市御幸町,蒲郡市御幸町３３５０－１,一般局,愛知県,23
35.360556,136.947778,23215010,犬山消防署,犬山市大字五郎丸字下前田１,一般局,愛知県,23
35.339444,136.870278,23217010,江南市古知野町,江南市古知野町花霞７４,一般局,愛知県,23
35.308611,136.749444,23218010,一宮市小信中島,一宮市小信中島字川南１２－３,一般局,一宮市,23
35.290000,136.921944,23219010,小牧高校,小牧市小牧１丁目３２１,一般局,愛知県,23
35.040556,136.915833,23222010,東海市名和町,東海市名和町南之山１０－１３,一般局,愛知県,23
35.009167,136.892500,23222020,東海市横須賀小学校,東海市高横須賀町大塚３６,一般局,愛知県,23
35.009444,136.967500,23223010,大府小学校,大府市桃山町５－４４,一般局,愛知県,23
34.945000,136.834444,23224030,知多市新舞子保育園,知多市大草字北ノ田８１,一般局,愛知県,23
34.998611,137.053611,23225040,知立市役所,知立市広見３－１,一般局,愛知県,23
35.209722,137.039444,23226010,尾張旭市東大道町,尾張旭市東大道町山の内２４１９－５,一般局,愛知県,23
34.921389,136.992500,23227010,高浜小学校,高浜市青木町６－１－１５,一般局,愛知県,23
35.278056,136.880833,23228010,岩倉市中本町,岩倉市中本町字出口白山１－４,一般局,愛知県,23
35.058333,137.010556,23229010,豊明中学校,豊明市西川町横井４－１５,一般局,愛知県,23
35.090000,137.057500,23302010,東郷町春木,愛知郡東郷町春木字申下１３３５－１,一般局,愛知県,23
35.149167,137.067778,23303020,日進市五色園,日進市五色園２－２７１６,一般局,愛知県,23
35.175278,137.053889,23304010,長久手中学校,長久手市岩作権代30-3,一般局,愛知県,23
35.245833,136.917500,23342010,豊山町豊場,西春日井郡豊山町大字豊場字城屋敷１１７,一般局,愛知県,23
35.343889,136.771111,23381010,一宮市木曽川町,一宮市木曽川町黒田字北宿二ノ切２４７－１,一般局,一宮市,23
35.152222,136.796944,23421010,あま市伊福小学校,あま市七宝町伊福河原２８,一般局,愛知県,23
35.108056,136.722500,23428010,弥富市役所,弥富市前ヶ須町南本田３７９－１と３７９－３,一般局,愛知県,23
34.929722,136.917500,23441010,阿久比中学校,知多郡阿久比町大字卯坂字半田ヶ峰１,一般局,愛知県,23
34.973333,136.968333,23442010,東浦町役場,知多郡東浦町大字緒川字政所２０,一般局,愛知県,23
34.783889,136.860833,23446020,美浜町奥田,知多郡美浜町大字奥田字儀路６７－１,一般局,愛知県,23
34.848889,136.917222,23447010,武豊町役場,知多郡武豊町字長尾山１９,一般局,愛知県,23
34.809167,137.033056,23481010,西尾市役所一色支所,西尾市一色町前野新田３４番地,一般局,愛知県,23
34.875278,137.176389,23501010,幸田小学校,額田郡幸田町大字大草字三ツ石１８,一般局,愛知県,23
34.805833,137.322778,23604010,豊川市御津南部小学校,豊川市御津町御馬加美15,一般局,愛知県,23
34.623056,137.109167,23623020,田原市古田町,田原市古田町岡ノ越6-4,一般局,愛知県,23
34.923056,136.645833,24202010,磯津,四日市市磯津町旧海岸堤塘敷,一般局,四日市市,24
34.942778,136.625000,24202030,三浜,四日市市海山道町１－１５３２－１,一般局,四日市市,24
35.003889,136.645000,24202050,北星高校,四日市市大字茂福字横座６６８－１,一般局,四日市市,24
34.977222,136.596111,24202060,四日市商業高校,四日市市尾平町字永代寺,一般局,四日市市,24
34.932778,136.598889,24202360,南,四日市市小古曽町字西谷,一般局,四日市市,24
34.501944,136.707500,24203010,伊勢厚生中学校,伊勢市一之木5-5-3,一般局,三重県,24
34.561667,136.538611,24204010,松阪第五小学校,松阪市久保町２７６,一般局,三重県,24
35.062222,136.673889,24205010,桑名上野,桑名市桑名市大字上野字笠松,一般局,三重県,24
35.054722,136.672222,24205510,国道258号桑名,桑名市繁松新田字宮之割42番地の1,自排局,三重県,24
34.877778,136.552778,24207020,鈴鹿算所保育所,鈴鹿市算所５丁目１７－１,一般局,三重県,24
34.838056,136.589167,24207510,国道23号鈴鹿,鈴鹿市白子駅前6-33,自排局,三重県,24
34.621944,136.091667,24208010,名張小学校,名張市丸の内５５,一般局,三重県,24
34.080000,136.191389,24209210,尾鷲旧県職員公舎,尾鷲市宮ノ上町７－３４,一般局,三重県,24
34.843611,136.453889,24210010,亀山みなみ保育所,亀山市天神３－２－２３,一般局,三重県,24
34.856111,136.416389,24210510,国道25号亀山,亀山市太岡寺町1310,自排局,三重県,24
34.466111,136.847778,24211010,鳥羽高校,鳥羽市鳥羽市安楽島町1459,一般局,三重県,24
33.891667,136.092778,24212010,熊野木本中学校,熊野市井戸町４８７７－１,一般局,三重県,24
34.678056,136.488056,24213010,津立成小学校,津市久居野村町５６０,一般局,三重県,24
35.107222,136.536944,24323010,大安中学校,いなべ市石槫東2977,一般局,三重県,24
34.909444,136.627222,24342010,楠,四日市市北五味塚２０６０,一般局,四日市市,24
35.123333,136.098333,25204050,八幡,近江八幡市中村町２５,一般局,滋賀県,25
35.103056,136.208889,25205030,東近江,東近江市春日町１－１５,一般局,滋賀県,25
35.010000,135.953333,25206030,草津,草津市草津町１８３９,一般局,滋賀県,25
35.060000,135.988889,25207010,守山,守山市守山五丁目１３０－５,一般局,滋賀県,25
35.037222,135.740833,26101010,北,京都市北区紫野花ノ坊町２３,一般局,京都市,26
35.030556,135.762222,26102510,自排上京,京都市上京区烏丸通り上立売上ル相国寺門前町６４７の２,自排局,京都市,26
35.035278,135.783056,26103010,左京,京都市左京区松ヶ崎堂ノ上町７番地の２,一般局,京都市,26
35.008611,135.770278,26104010,京都市役所,京都市中京区寺町通り御池上ル上本能寺前町４８８,一般局,京都市,26
34.997778,135.735278,26104060,壬生,京都市中京区壬生東高田町１－２１,一般局,京都市,26
35.000556,135.751389,26104510,自排大宮,京都市中京区錦大宮町１１７,自排局,京都市,26
35.019167,135.734444,26104520,自排西ノ京,京都市中京区西ノ京中保町１の４,自排局,京都市,26
34.973611,135.749167,26107510,自排南,京都市南区西九条南田町１の３,自排局,京都市,26
34.932222,135.757500,26109010,伏見,京都市伏見区村上町３９５,一般局,京都市,26
34.935000,135.735000,26109020,久我,京都市伏見区久我東町６０の２,一般局,京都市,26
34.942222,135.810000,26109030,醍醐,京都市伏見区醍醐鍵尾町１７,一般局,京都市,26
34.985278,135.815000,26110010,山科,京都市山科区御陵四丁野町１,一般局,京都市,26
34.969167,135.816389,26110510,自排山科,京都市山科区椥辻池尻町１４の２,自排局,京都市,26
34.968889,135.700556,26111010,西京,京都市西京区樫原三宅町２４,一般局,京都市,26
35.291944,135.128333,26201040,福知山,福知山市岡ノ町１７５－３,一般局,京都府,26
35.469444,135.402222,26202030,東舞鶴,舞鶴市溝尻１２００番地,一般局,京都府,26
35.298889,135.245000,26203010,綾部,綾部市宮代町土代３６,一般局,京都府,26
34.884444,135.800556,26204010,宇治,宇治市宇治若森７番地の６,一般局,京都府,26
35.530000,135.202500,26205020,宮津,宮津市吉原２５８６番地の２,一般局,京都府,26
35.009722,135.569167,26206010,亀岡,亀岡市余部町五反田２７－１,一般局,京都府,26
34.849444,135.793056,26207030,城陽,城陽市寺田宮ノ平１番地,一般局,京都府,26
34.943611,135.706944,26208020,向陽,向日市森本町天神森４番地の８,一般局,京都府,26
34.852778,135.718611,26210510,国道１号,八幡市戸津堂田地内,自排局,京都府,26
34.903889,135.694722,26303020,大山崎,乙訓郡大山崎町円明寺松田１５番地,一般局,京都府,26
34.888611,135.686389,26303510,国道１７１号,乙訓郡大山崎町小字茶屋地先,自排局,京都府,26
34.884167,135.739722,26322020,久御山,久世郡久御山町坊ノ池高河原５番地,一般局,京都府,26
34.820833,135.771944,26342020,田辺,京田辺市田辺明田１番地,一般局,京都府,26
34.736111,135.831111,26362020,木津,木津川市木津上戸１８番地,一般局,京都府,26
34.694167,135.504167,27101510,梅田新道,大阪市北区西天満２－７－９,自排局,大阪市,27
34.694167,135.473056,27103510,海老江西小学校,大阪市福島区海老江８－１－１０,自排局,大阪市,27
34.679444,135.455000,27104010,此花区役所,大阪市此花区春日出北１－８－４,一般局,大阪市,27
34.673056,135.473056,27106010,九条南小学校,大阪市西区九条南２-１３-１７,一般局,大阪市,27
34.637500,135.476944,27108010,平尾小学校,大阪市大正区平尾２－２１－２８,一般局,大阪市,27
34.699444,135.489167,27112010,大阪タワー,大阪市北区大淀南２－２,,大阪市,27
34.700833,135.439722,27113510,出来島小学校,大阪市西淀川区出来島２－２－２４,自排局,大阪市,27
34.676389,135.538056,27115010,国設大阪,大阪市中央区大手前４－１－６７,一般局,環境省,27
34.665556,135.545556,27115510,今里交差点,大阪市東成区大今里西３－３－１１,自排局,大阪市,27
34.653056,135.536944,27116010,桃谷中学校,大阪市生野区勝山北３－１３－４４,一般局,大阪市,27
34.723889,135.544167,27117010,大宮中学校,大阪市旭区中宮４－７－１１,一般局,大阪市,27
34.711944,135.564722,27117510,新森小路小学校,大阪市旭区新森６－３－１３,自排局,大阪市,27
34.694167,135.545556,27118020,聖賢小学校,大阪市城東区新喜多２－４－３５,一般局,大阪市,27
34.601389,135.515000,27120510,我孫子中学校,大阪市住吉区我孫子東１－４－３２,自排局,大阪市,27
34.633333,135.541389,27121510,杭全町交差点,大阪市東住吉区杭全２－１３－６先,自排局,大阪市,27
34.645278,135.501389,27122010,今宮中学校,大阪市西成区花園北１－８－３２,一般局,大阪市,27
34.728056,135.480833,27123010,野中小学校,大阪市淀川区野中北１－１１－２６,一般局,大阪市,27
34.705833,135.588611,27124010,茨田北小学校,大阪市鶴見区浜３－８－６６,一般局,大阪市,27
34.605833,135.482222,27125010,清江小学校,大阪市住之江区御崎５－７－１７,一般局,大阪市,27
34.627500,135.435556,27125030,南港中央公園,大阪市住之江区南港東８－５,一般局,大阪市,27
34.619444,135.493056,27125510,北粉浜小学校,大阪市住之江区粉浜１－５－４８,自排局,大阪市,27
34.605833,135.475833,27125520,住之江交差点,大阪市住之江区南加賀屋１－１－８０先,自排局,大阪市,27
34.616667,135.548056,27126010,摂陽中学校,大阪市平野区平野西３－４－７,一般局,大阪市,27
34.571111,135.471944,27201020,少林寺,堺市堺区少林寺町東４－１－１,一般局,堺市,27
34.540833,135.461111,27201030,浜寺,堺市西区浜寺船尾町西５－６０,一般局,堺市,27
34.560000,135.455833,27201050,石津,堺市西区浜寺石津町中２－３－２８,一般局,堺市,27
34.590556,135.475278,27201080,三宝,堺市堺区三宝町５－２８６,一般局,堺市,27
34.483333,135.515000,27201090,若松台,堺市南区若松台３－３４－１,一般局,堺市,27
34.523056,135.531667,27201100,登美丘,堺市東区大美野１３５,一般局,堺市,27
34.536111,135.503889,27201340,深井,堺市中区深井水池町３２１４,一般局,堺市,27
34.570833,135.486389,27201510,堺市役所,堺市堺区南瓦町３－１,自排局,堺市,27
34.555000,135.450556,27201560,湾岸,堺市西区石津西町２４－４,自排局,堺市,27
34.565556,135.518611,27201570,常磐浜寺,堺市北区新金岡町４－１－９,自排局,堺市,27
34.525000,135.510000,27201580,阪和深井畑山,堺市中区深井東町２６６１－３,自排局,堺市,27
34.465833,135.381944,27202060,岸和田中央公園,岸和田市西之内町２７９－２,一般局,大阪府,27
34.480278,135.383889,27202530,天の川下水ポンプ場,岸和田市春木大国町８－２０,自排局,大阪府,27
34.741389,135.473333,27203030,豊中市菰江公園,豊中市三和町三丁目三番,一般局,豊中市,27
34.777500,135.472500,27203510,豊中市役所,豊中市中桜塚３－１－１,自排局,豊中市,27
34.821667,135.450278,27204030,池田市立南畑会館,池田市畑１－７－４,一般局,大阪府,27
34.847778,135.612778,27207510,高槻市役所,高槻市桃園町２－１,自排局,高槻市,27
34.432500,135.368889,27208010,貝塚市消防署,貝塚市鳥羽１２２－１,一般局,大阪府,27
34.729722,135.556944,27209010,西部コミュニティーセンター,守口市文園町８－８,一般局,大阪府,27
34.736667,135.562778,27209510,大阪府立淀川工科高等学校,守口市京阪本通２－６２,自排局,大阪府,27
34.811111,135.653611,27210010,枚方市役所,枚方市大垣内町２－１－２０,一般局,枚方市,27
34.818056,135.705833,27210020,王仁公園,枚方市王仁公園１,一般局,枚方市,27
34.813333,135.571389,27211010,茨木市役所,茨木市駅前３－８－１３,一般局,大阪府,27
34.622222,135.605000,27212010,八尾市保健所,八尾市清水町１－２－５,一般局,八尾市,27
34.400556,135.301667,27213050,佐野中学校,泉佐野市羽倉崎４－３－１２,一般局,大阪府,27
34.395000,135.312222,27213510,末広公園,泉佐野市新安松１－１－２４,自排局,大阪府,27
34.496111,135.600000,27214020,富田林市役所,富田林市常盤町１－１,一般局,大阪府,27
34.762778,135.630833,27215010,寝屋川市役所,寝屋川市本町１－１,一般局,寝屋川市,27
34.435556,135.567778,27216010,三日市公民館,河内長野市三日市町２８８－１,一般局,大阪府,27
34.451944,135.566389,27216520,外環河内長野,河内長野市西之山町２－２１,自排局,大阪府,27
34.575556,135.553889,27217510,松原北小学校,松原市阿保１－１６－３,自排局,大阪府,27
34.708611,135.626389,27218010,大東市役所,大東市谷川１－１－１,一般局,大阪府,27
34.442222,135.460833,27219040,緑ケ丘小学校,和泉市緑ケ丘３－４－１,一般局,大阪府,27
34.568333,135.644722,27221010,府立修徳学院,柏原市大字高井田８０９－１,一般局,大阪府,27
34.773333,135.564167,27224510,摂津市役所,摂津市三島１－２－１,自排局,大阪府,27
34.522222,135.449444,27225010,高石中学校,高石市東羽衣６－６－４５,一般局,大阪府,27
34.515833,135.446667,27225510,カモドールＭＢＳ,高石市西取石６－１１－１,自排局,大阪府,27
34.571667,135.600278,27226030,藤井寺市役所,藤井寺市岡１－１－１,一般局,大阪府,27
34.655556,135.640000,27227020,東大阪市六万寺,東大阪市南四条町３－３３,一般局,東大阪市,27
34.661667,135.578333,27227040,東大阪市西保健センター,東大阪市高井田元町２－８－２７,一般局,東大阪市,27
34.371111,135.288056,27228010,泉南市役所,泉南市樽井１－１－１,一般局,大阪府,27
34.734444,135.634722,27229510,国設四條畷,四條畷市江瀬美町１２－１１,自排局,環境省,27
34.880556,135.665833,27301010,島本町役場,三島郡島本町桜井２－１－１,一般局,大阪府,27
34.336389,135.230833,27367010,南海団地,阪南市舞４－６－１４,一般局,大阪府,27
34.720833,135.265833,28101010,東灘,神戸市東灘区住吉東町５丁目,一般局,神戸市,28
34.684722,135.266667,28101030,六甲アイランド,神戸市東灘区向洋町中６丁目,一般局,神戸市,28
34.710000,135.231944,28102010,灘,神戸市灘区神ノ木通３丁目,一般局,神戸市,28
34.703611,135.205833,28103010,葺合,神戸市中央区熊内町１丁目,一般局,神戸市,28
34.654444,135.172222,28105010,兵庫南部,神戸市兵庫区御崎町１丁目,一般局,神戸市,28
34.662222,135.153889,28106010,長田,神戸市長田区北町３丁目,一般局,神戸市,28
34.642778,135.123333,28107010,須磨,神戸市須磨区行幸町３丁目,一般局,神戸市,28
34.688611,135.102500,28107020,白川台,神戸市須磨区白川台５丁目,一般局,神戸市,28
34.646944,135.132778,28107510,西部自動車,神戸市須磨区中島町１丁目,自排局,神戸市,28
34.633889,135.063889,28108010,垂水,神戸市垂水区大町２丁目,一般局,神戸市,28
34.706111,134.986389,28108020,西神,神戸市西区平野町繁田,一般局,神戸市,28
34.625278,135.063333,28108510,垂水自動車,神戸市垂水区平磯１丁目,自排局,神戸市,28
34.740000,135.068056,28111010,押部谷,神戸市西区桜が丘東町５丁目,一般局,神戸市,28
34.801944,134.631389,28201020,広畑,姫路市広畑区正門通１丁目７番地の３,一般局,姫路市,28
34.796944,134.680000,28201030,飾磨,姫路市飾磨区玉地１丁目２７番地,一般局,姫路市,28
34.781944,134.707500,28201040,白浜,姫路市白浜町甲３９６－８,一般局,姫路市,28
34.815833,134.743889,28201050,御国野,姫路市御国野町御着１１４２の２,一般局,姫路市,28
34.786111,134.591389,28201060,網干,姫路市網干区垣内中町１２０,一般局,姫路市,28
34.857500,134.646944,28201070,飾西,姫路市飾西７２８の５,一般局,姫路市,28
34.904444,134.580833,28201090,林田,姫路市林田町林田１５,一般局,姫路市,28
34.843333,134.700000,28201380,八代,姫路市八代７７９番地の１７,一般局,姫路市,28
34.831944,134.685556,28201520,船場自動車排出ガス,姫路市小姓町３５の３,自排局,姫路市,28
34.794444,134.672778,28201530,飾磨自動車排出ガス,姫路市飾磨区細江４４４,自排局,姫路市,28
34.744167,135.408056,28202010,市立立花北小学校,尼崎市栗山町２丁目６番１号,一般局,尼崎市,28
34.722778,135.417778,28202020,国設尼崎,尼崎市東難波町4丁目9-12,一般局,環境省,28
34.712778,135.422778,28202030,城内高校,尼崎市北城内４７の１,一般局,尼崎市,28
34.711944,135.391111,28202520,武庫川,尼崎市武庫川町1丁目25,自排局,尼崎市,28
34.761111,135.388333,28202530,武庫荘総合高校,尼崎市武庫荘８－３１－１,自排局,尼崎市,28
34.741944,135.414444,28202540,砂田こども広場,尼崎市南塚口町７の１７,自排局,尼崎市,28
34.745278,135.425278,28202550,上坂部西公園,尼崎市東塚口町２の２,自排局,尼崎市,28
34.723889,135.398333,28202560,浜田,尼崎市大庄北５丁目２の１地先,自排局,尼崎市,28
34.750556,135.448889,28202570,園和小学校,尼崎市東園田町４－７９,自排局,尼崎市,28
34.694722,134.890000,28203020,二見,明石市二見町東二見４５７の１,一般局,明石市,28
34.676111,134.941389,28203030,大久保,明石市大久保町大窪６１２の１,一般局,明石市,28
34.650000,134.983333,28203060,王子,明石市王子２丁目１２の６,一般局,明石市,28
34.645833,134.972778,28203510,林崎,明石市林崎町１丁目８の１０,自排局,明石市,28
34.664722,134.964444,28203530,小久保,明石市小久保１丁目５の５,自排局,明石市,28
34.733889,135.343889,28204010,西宮市役所,西宮市六湛寺町１０番３号,一般局,西宮市,28
34.715278,135.373056,28204020,鳴尾支所,西宮市鳴尾町３丁目５番１４号,一般局,西宮市,28
34.740278,135.370278,28204030,瓦木公民館,西宮市瓦林町８番１号,一般局,西宮市,28
34.765000,135.355000,28204130,甲陵中学校,西宮市上甲東園２丁目１１番２０号,一般局,西宮市,28
34.823611,135.239167,28204140,山口小学校,西宮市山口町下山口４丁目２３番１号,一般局,西宮市,28
34.710000,135.356667,28204150,浜甲子園,西宮市浜甲子園２丁目１６番２３号,一般局,西宮市,28
34.735000,135.344167,28204510,六湛寺,西宮市六湛寺町１０番３号,自排局,西宮市,28
34.728056,135.351389,28204520,津門川,西宮市津門川町６番２０号,自排局,西宮市,28
34.744722,135.348333,28204530,河原,西宮市河原町１番３１号,自排局,西宮市,28
34.717222,135.369722,28204560,甲子園,西宮市甲子園７番町１５番７号,自排局,西宮市,28
34.823056,135.309722,28204570,塩瀬,西宮市名塩新町１番地,自排局,西宮市,28
34.339722,134.897778,28205010,洲本市役所,洲本市本町３丁目４の１０,一般局,兵庫県,28
34.742222,135.306944,28206090,朝日ヶ丘小学校,芦屋市朝日ヶ丘町１０番１０号,一般局,兵庫県,28
34.727778,135.320000,28206510,打出,芦屋市打出町２番１３号,自排局,兵庫県,28
34.784167,135.400278,28207030,伊丹市役所,伊丹市千僧１丁目１番地,一般局,兵庫県,28
34.800000,134.471111,28208010,相生市役所,相生市旭１丁目１番３号,一般局,兵庫県,28
34.815833,134.488056,28208510,池ノ内,相生市池ノ内家の下５４６－７,自排局,兵庫県,28
35.541389,134.823611,28209010,豊岡市役所,豊岡市中央町２－４,一般局,兵庫県,28
35.535556,134.827222,28209510,小尾崎,豊岡市城南町３,自排局,兵庫県,28
34.754444,134.845000,28210010,加古川市役所,加古川市野口町良野１５６８番地,一般局,加古川市,28
34.739167,134.879167,28210520,平岡,加古川市平岡町新在家１８０１－１,自排局,加古川市,28
34.855278,134.560000,28211010,たつの市役所,たつの市龍野町富永１００５の１,一般局,兵庫県,28
34.751667,134.393056,28212010,赤穂市役所,赤穂市加里屋８１番地,一般局,兵庫県,28
34.990000,134.971944,28213010,西脇市役所,西脇市西脇市郷瀬町６０５,一般局,兵庫県,28
34.786111,135.361944,28214010,高司中学校,宝塚市宝塚市高司2-3-1,一般局,兵庫県,28
34.806111,135.347500,28214510,栄町,宝塚市栄町１丁目１６番２号,自排局,兵庫県,28
34.762500,134.793056,28216010,高砂市役所,高砂市荒井町千鳥１丁目１番１号,一般局,兵庫県,28
34.769722,134.800833,28216520,中島,高砂市中島２丁目３５９－１,自排局,兵庫県,28
34.827222,135.419167,28217010,川西市役所,川西市中央町１２番１号,一般局,兵庫県,28
34.808611,135.413611,28217520,加茂,川西市加茂５丁目６３－１,自排局,兵庫県,28
34.845000,134.938056,28218510,上本町,小野市上本町２５０番地,自排局,兵庫県,28
34.885833,135.228056,28219010,三田市役所,三田市三輪２丁目１－１,一般局,兵庫県,28
34.745556,134.905000,28381010,稲美町役場,加古郡稲美町国岡１－１,一般局,兵庫県,28
34.712500,134.870556,28382010,播磨町役場,加古郡播磨町東本荘１－５－３０,一般局,兵庫県,28
34.833333,134.578056,28464010,太子町役場,揖保郡太子町鵤280－１,一般局,兵庫県,28
35.126111,135.085278,28641010,柏原,丹波市柏原町柏原６８８,一般局,兵庫県,28
34.515833,135.737222,29202010,高田,大和高田市大中９８－４,一般局,奈良県,29
34.591389,135.831667,29204010,天理,天理市丹波市町１８０番地,一般局,奈良県,29
34.508056,135.797222,29205510,自排橿原,橿原市八木町１丁目１－１８,自排局,奈良県,29
34.518056,135.844722,29206010,桜井,桜井市粟殿１０００,一般局,奈良県,29
34.457222,135.739722,29208010,御所,御所市御所６０５－１０,一般局,奈良県,29
34.688611,135.709722,29209010,生駒,生駒市山崎町４－１０,一般局,奈良県,29
34.555278,135.791944,29363010,田原本,磯城郡田原本町宮古４０４－７,一般局,奈良県,29
34.591111,135.710278,29425010,王寺,北葛城郡王寺町王寺１丁目４２２７－３,一般局,奈良県,29
34.244444,135.140556,30201020,衛生研究所,和歌山市松江東３丁目２－６７,一般局,和歌山市,30
34.241667,135.149444,30201030,島橋地区会館,和歌山市島橋北ノ丁１－２２,一般局,和歌山市,30
34.239722,135.185833,30201040,中之島小学校,和歌山市中之島１４９１,一般局,和歌山市,30
34.210833,135.165556,30201050,環衛研,和歌山市砂山南３－３－４５,一般局,和歌山県,30
34.250556,135.132500,30201070,木の本社宅,和歌山市松江北５丁目１２９５番地４６,一般局,和歌山市,30
34.185556,135.180278,30201110,明和中学校,和歌山市紀三井寺８３２－１,一般局,和歌山市,30
34.239444,135.290000,30201130,小倉小学校,和歌山市新庄３４８,一般局,和歌山市,30
34.254444,135.109444,30201250,清明寮,和歌山市西庄１０９５,一般局,和歌山市,30
34.256389,135.201389,30201270,市立和歌山高校,和歌山市六十谷４５,一般局,和歌山市,30
34.210556,135.183611,30201280,南消防宮前出張所,和歌山市小雑賀２－２－８,一般局,和歌山市,30
34.223056,135.192500,30201520,新南小学校,和歌山市木広町４丁目２３,自排局,和歌山市,30
34.150000,135.214167,30202020,内海小学校,海南市鳥居１９０,一般局,和歌山県,30
34.156111,135.210278,30202140,日方小学校,海南市日方１２６９,一般局,和歌山県,30
34.156111,135.203056,30202160,黒江小学校,海南市船尾２３６－４,一般局,和歌山県,30
33.889167,135.157778,30205010,御坊監視支所,御坊市薗字円津２５５－４,一般局,和歌山県,30
33.731667,135.380000,30206010,会津公園,田辺市湊１６２９－６,一般局,和歌山県,30
34.107500,135.146944,30301020,下津港湾会館,海南市下津町下津３０６６－１６,一般局,和歌山県,30
34.126111,135.158611,30301030,加茂郷,海南市下津町黒田１１２番地,一般局,和歌山県,30
34.272500,135.402222,30322010,粉河中部運動場,紀の川市粉河１４７９,一般局,和歌山県,30
34.033056,135.186111,30361010,耐久高校,有田郡湯浅町湯浅１９８５,一般局,和歌山県,30
33.904722,135.198611,30384010,小熊広場,日高郡日高川町大字小熊,一般局,和歌山県,30
33.872500,135.238611,30390010,印南原,日高郡印南町印南原３１９９－１,一般局,和歌山県,30
35.472222,133.015000,32201060,国設松江大気環境測定所,松江市西浜佐陀町５８２－１,一般局,環境省,32
35.455833,133.068889,32201520,西津田自動車排出ガス測定局,松江市津田町３４３－４,自排局,島根県,32
34.894444,132.073889,32202040,浜田合同庁舎一般環境大気測定局,浜田市片庭町２５４,一般局,島根県,32
35.361111,132.752778,32203040,出雲保健所一般環境大気測定局,出雲市塩冶町２２３－１,一般局,島根県,32
34.675278,131.853889,32204040,益田合同庁舎一般環境大気測定局,益田市昭和町１３－１,一般局,島根県,32
35.192222,132.510278,32205010,大田一般環境大気測定局,大田市大田町大田若宮イ497-6,一般局,島根県,32
35.415278,133.244722,32206040,安来一般環境大気測定局,安来市安来町字八幡５８２－１,一般局,島根県,32
35.008333,132.225000,32207060,江津市役所一般環境大気測定局,江津市江津町１５２５,一般局,島根県,32
34.600278,133.975833,33201040,江並,岡山市中区江並４２８－７３,一般局,岡山市,33
34.602778,133.937500,33201060,南輝,岡山市南区南輝３－６－９,一般局,岡山市,33
34.653889,134.036111,33201120,西大寺,岡山市東区西大寺上１－２０－６０,一般局,岡山市,33
34.668056,133.926111,33201130,南方,岡山市北区南方１－３－６５,自排局,岡山市,33
34.681111,133.988333,33201160,東岡山,岡山市中区長岡５８－２,一般局,岡山市,33
34.657778,133.923889,33201180,出石,岡山市北区幸町１０－９,一般局,岡山市,33
34.585833,133.855000,33201190,興除,岡山市南区中畦５８９－４,一般局,岡山市,33
34.648889,133.865833,33201210,吉備,岡山市北区東花尻２４１－１,一般局,岡山市,33
34.542222,133.745833,33202020,春日,倉敷市水島北春日町１１－１１,一般局,倉敷市,33
34.508333,133.761944,33202060,松江,倉敷市松江３－１１－２６,一般局,倉敷市,33
34.505833,133.771944,33202070,呼松,倉敷市呼松３－１－２４,一般局,倉敷市,33
34.498056,133.780000,33202080,宇野津,倉敷市児島宇野津１７５５－１,一般局,倉敷市,33
34.473611,133.773333,33202090,塩生,倉敷市児島塩生１９５９－３,一般局,倉敷市,33
34.537778,133.716944,33202100,連島,倉敷市連島町鶴新田１７０５,一般局,倉敷市,33
34.596944,133.780556,33202110,倉敷美和,倉敷市美和１－１３－３３,一般局,倉敷市,33
34.590278,133.810000,33202120,豊洲,倉敷市西田２０１－１,一般局,倉敷市,33
34.556944,133.815000,33202130,天城,倉敷市藤戸町天城２２８５,一般局,倉敷市,33
34.580556,133.839722,33202140,茶屋町,倉敷市茶屋町早沖１１０３－１,一般局,倉敷市,33
34.532778,133.818611,33202150,郷内,倉敷市林８７０,一般局,倉敷市,33
34.580556,133.730556,33202160,西阿知,倉敷市西阿知町１０７０,一般局,倉敷市,33
34.544444,133.671111,33202170,玉島,倉敷市玉島阿賀崎３－３－１,一般局,倉敷市,33
34.466111,133.812222,33202180,児島,倉敷市児島小川１－１－１７,一般局,倉敷市,33
34.470000,133.847500,33202190,田の口,倉敷市児島田の口３－１３－１,一般局,倉敷市,33
34.597222,133.768611,33202520,駅前,倉敷市阿知１－６００－４,自排局,倉敷市,33
34.575833,133.758889,33202530,大高,倉敷市堀南６２１,自排局,倉敷市,33
35.068333,134.011389,33203020,津山,津山市山北７４０,一般局,岡山県,33
34.455833,133.925833,33204010,日比,玉野市明神町１－１,一般局,岡山県,33
34.456667,133.934444,33204020,向日比１丁目,玉野市向日比１－４－２５,一般局,岡山県,33
34.453889,133.909167,33204030,渋川,玉野市渋川１－４１０－１,一般局,岡山県,33
34.487500,133.949167,33204040,宇野,玉野市宇野１－３０５５－６,一般局,岡山県,33
